v_products_model,v_manufacturers_name,v_manufactures_code,v_products_image,v_products_price,v_rrp,v_web_price,v_rate_1,v_rate_2,v_rate_3,v_show_price,v_multi_quantity,v_multi_price,v_trade_multi_quantity,v_trade_multi_price,v_box_quantity,v_status,v_products_name_1,v_products_description_1,v_categories_name_1,v_product_style,v_product_finish,v_product_material,v_product_colour,v_products_weight,v_lumens,v_colour_temp,v_energy_class,v_cri,v_hours,v_bulbs_qty,v_bulbs_watage,v_bulb_type,v_bulb_cap,v_bulbs_inc,v_ip_rating,v_bulbs_s1,v_info,v_product_length,v_dimensions_width,v_dimensions_height,v_product_dia,v_dimensions_depth,v_product_min_drop,v_product_max_drop,v_xsell,v_product_voltage,v_product_guarantee,v_product_saftey_class,v_product_transformer,v_product_driver,v_product_cut_out,v_product_recess,v_product_surface_temp,v_product_tilt,v_product_cable,v_product_options,v_product_nonreturnable,v_product_carrage,v_product_statements,v_product_variant,v_priortity,v_family_caption,v_common_images,v_sale_price,v_now_price,EOREOR,,,
O11 1692C,Oaks,OA 2184/2PB,products/OA 2184-2PB,75.00,,75.00,75.00,60.00,60.00,CD,0,0,,,,1,2 Light Wall Light Brass,2 Light Wall Light Brass. *Available in Chrome or Polished Brass finish **,151,2,,8,5,,0,0,0,0,,2,40,0,G9,1,0,2 x 40w G9 ,0,,335,135,,125,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2184-2PB,Y
O11 16990,Oaks,OA 2240/3AB,products/OA 2240-3AB,89.00,,89.00,89.00,71.20,71.20,CD,0,0,,,,1,3 Light Flush Antique Brass,3 Light Flush Antique Brass,178,1,,8,1,,0,0,0,0,,3,40,0,G9,1,0,3 x 40w G9 ,0,,,145,290,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2240-3AB,Y
O11 16991,Oaks,OA 2240/5AB,products/OA 2240-5AB,144.00,,144.00,144.00,115.20,115.20,CD,0,0,,,,1,5 Light Flush Antique Brass,5 Light Flush Antique Brass,178,1,,8,1,,0,0,0,0,,5,40,0,G9,1,0,5 x 40w G9 ,0,,,120,400,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2240-5AB,Y
O11 17050,Oaks,OA 227/2AB,products/OA 227-2AB,180.00,,180.00,180.00,144.00,144.00,CD,0,0,,,,1,"Double Wall Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations","Double Wall Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",150,2,4,5,1,,0,0,0,0,,2,60,Candle,BC/SES,,0,2 x 60w BC/SES Candle,0,,320,180,,160,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-2AB,Y
O11 17051,Oaks,OA 227/2CH,products/OA 227-2CH,180.00,,180.00,180.00,144.00,144.00,CD,0,0,,,,1,"Double Wall Light, Cast Brass with Chrome plating and 30% lead crystal decorations","Double Wall Light, Cast Brass with Chrome plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",150,2,4,5,7,,0,0,0,0,,2,60,Candle,BC/SES,,0,2 x 60w BC/SES Candle,0,,320,180,,160,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-2CH,Y
O11 17052,Oaks,OA 227/3AB,products/OA 227-3AB,450.00,,450.00,450.00,360.00,360.00,CD,0,0,,,,1,"3 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations","3 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,1,,0,0,0,0,,3,60,Candle,BC/SES,,0,3 x 60w BC/SES Candle,0,,,390,410,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-3AB,Y
O11 17053,Oaks,OA 227/3CH,products/OA 227-3CH,450.00,,450.00,450.00,360.00,360.00,CD,0,0,,,,1,"3 Light, Cast Brass with Chrome plating and 30% lead crystal decorations","3 Light, Cast Brass with Chrome plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,7,,0,0,0,0,,3,60,Candle,BC/SES,,0,3 x 60w BC/SES Candle,0,,,390,410,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 227-3CH,Y
O11 17054,Oaks,OA 227/5AB,products/OA 227-5AB,630.00,,630.00,630.00,504.00,504.00,CD,0,0,,,,1,"5 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations","5 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,1,,0,0,0,0,,5,60,Candle,BC/SES,,0,5 x 60w BC/SES Candle,0,,,390,450,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 227-5AB,Y
O11 17055,Oaks,OA 227/5CH,products/OA 227-5CH,630.00,,630.00,630.00,504.00,504.00,CD,0,0,,,,1,"5 Light, Cast Brass with Chrome plating and 30% lead crystal decorations","5 Light, Cast Brass with Chrome plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,7,,0,0,0,0,,5,60,Candle,BC/SES,,0,5 x 60w BC/SES Candle,0,,,390,450,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-5CH,Y
O11 17056,Oaks,OA 227/5LGAB,products/OA 227-5LGAB,720.00,,720.00,720.00,576.00,576.00,CD,0,0,,,,1,"5 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations","5 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,1,,0,0,0,0,,5,60,Candle,BC/SES,,0,5 x 60w BC/SES Candle,0,,,450,580,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-5LGAB,Y
O11 17057,Oaks,OA 227/5LGCH,products/OA 227-5LGCH,720.00,,720.00,720.00,576.00,576.00,CD,0,0,,,,1,"5 Light, Cast Brass with Chrome plating and 30% lead crystal decorations","5 Light, Cast Brass with Chrome plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,7,,0,0,0,0,,5,60,Candle,BC/SES,,0,5 x 60w BC/SES Candle,0,,,450,580,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-5LGCH,Y
O11 17058,Oaks,OA 227/6AB,products/OA 227-6AB,960.00,,960.00,960.00,768.00,768.00,CD,0,0,,,,1,"6 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations","6 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,1,,0,0,0,0,,6,60,Candle,BC/SES,,0,6 x 60w BC/SES Candle,0,,,480,750,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 227-6AB,Y
O11 17059,Oaks,OA 227/6CH,products/OA 227-6CH,960.00,,960.00,960.00,768.00,768.00,CD,0,0,,,,1,"6 Light, Cast Brass with Chrome plating and 30% lead crystal decorations","6 Light, Cast Brass with Chrome plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,7,,0,0,0,0,,6,60,Candle,BC/SES,,0,6 x 60w BC/SES Candle,0,,,480,750,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-6CH,Y
O11 1705A,Oaks,OA 227/6+3AB,products/OA 227-6-3AB,1320.00,,1320.00,1320.00,1056.00,1056.00,CD,0,0,,,,1,"6+3 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations","6+3 Light, Cast Brass with Antique Brass plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,1,,0,0,0,0,,9,60,Candle,BC/SES,,0,9 x 60w BC/SES Candle,0,,,600,750,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227-6-3AB,Y
O11 1705C,Oaks,OA 227/6+3CH,products/OA 227-6-3CH,1320.00,,1320.00,1320.00,1056.00,1056.00,CD,0,0,,,,1,"6+3 Light, Cast Brass with Chrome plating and 30% lead crystal decorations","6+3 Light, Cast Brass with Chrome plating and 30% lead crystal decorations. *Available in Antique Brass or Chrome finish **",19,2,4,5,7,,0,0,0,0,,9,60,Candle,BC/SES,,0,9 x 60w BC/SES Candle,0,,,600,750,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 227-6-3CH,Y
O11 1705E,Oaks,OA 227TLAB,products/OA 227TLAB,180.00,,180.00,180.00,144.00,144.00,CD,0,0,,,,1,"Table Lamp, Cast Brass with Antique Brass plating and 30% lead crystal decorations, (shade separate)","Table Lamp, Cast Brass with Antique Brass plating and 30% lead crystal decorations, (shade separate). *Available in Antique Brass or Chrome finish **",99*182,2,4,5,1,,0,0,0,0,,1,60,Candle,BC/SES,,0,1 x 60w BC/SES Candle,0,,,320,130,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227TLAB,Y
O11 1705F,Oaks,OA 227TLCH,products/OA 227TLCH,180.00,,180.00,180.00,144.00,144.00,CD,0,0,,,,1,"Table Lamp, Cast Brass with Chrome plating and 30% lead crystal decorations, (shade separate)","Table Lamp, Cast Brass with Chrome plating and 30% lead crystal decorations, (shade separate). *Available in Antique Brass or Chrome finish **",99*182,2,4,5,7,,0,0,0,0,,1,60,Candle,BC/SES,,0,1 x 60w BC/SES Candle,0,,,320,130,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 227TLCH,Y
O11 17200,Oaks,OA 2283/2AB,products/OA 2283-2AB,45.00,,45.00,45.00,36.00,36.00,CD,0,0,,,,1,"Wall Light, Antique Brass","Wall Light, Antique Brass. *Available in Antique Brass or Antique Chrome finish **",151,2,4,8,1,,0,0,0,0,,2,40,Mains,G9,1,0,2 x 40w G9 Mains,0,,190,470,,100,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-2AB,Y
O11 17201,Oaks,OA 2283/2AC,products/OA 2283-2AC,45.00,,45.00,45.00,36.00,36.00,CD,0,0,,,,1,"Wall Light, Antique Chrome","Wall Light, Antique Chrome. *Available in Antique Brass or Antique Chrome finish **",151,2,4,8,7,,0,0,0,0,,2,40,Mains,G9,1,0,2 x 40w G9 Mains,0,,190,470,,100,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-2AC,Y
O11 17202,Oaks,OA 2283/3AB,products/OA 2283-3AB,89.00,,89.00,89.00,71.20,71.20,CD,0,0,,,,1,"3 Light Semi-flush, Antique Brass","3 Light Semi-flush, Antique Brass. *Available in Antique Brass or Antique Chrome finish **",178*20,2,4,8,1,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,350,440,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2283-3AB,Y
O11 17203,Oaks,OA 2283/3AC,products/OA 2283-3AC,89.00,,89.00,89.00,71.20,71.20,CD,0,0,,,,1,"3 Light Semi-flush, Antique Chrome","3 Light Semi-flush, Antique Chrome. *Available in Antique Brass or Antique Chrome finish **",178*20,2,4,8,7,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,350,440,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-3AC,Y
O11 17204,Oaks,OA 2283/3TLAB,products/OA 2283-3TLAB,81.00,,81.00,81.00,64.80,64.80,CD,0,0,,,,1,"2 Light Table Lamp, Antique Brass","2 Light Table Lamp, Antique Brass. *Available in Antique Brass or Antique Chrome finish **",99,2,4,8,1,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,570,220,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-3TLAB,Y
O11 17205,Oaks,OA 2283/3TLAC,products/OA 2283-3TLAC,81.00,,81.00,81.00,64.80,64.80,CD,0,0,,,,1,"2 Light Table Lamp, Antique Chrome","2 Light Table Lamp, Antique Chrome. *Available in Antique Brass or Antique Chrome finish **",99,2,4,8,7,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,570,220,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-3TLAC,Y
O11 17206,Oaks,OA 2283/5AB,products/OA 2283-5AB,120.00,,120.00,120.00,96.00,96.00,CD,0,0,,,,1,"5 Light Semi-flush, Antique Brass","5 Light Semi-flush, Antique Brass. *Available in Antique Brass or Antique Chrome finish **",178*20,2,4,8,1,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,380,480,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-5AB,Y
O11 17207,Oaks,OA 2283/5AC,products/OA 2283-5AC,120.00,,120.00,120.00,96.00,96.00,CD,0,0,,,,1,"5 Light Semi-flush, Antique Chrome","5 Light Semi-flush, Antique Chrome. *Available in Antique Brass or Antique Chrome finish **",178*20,2,4,8,7,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,380,480,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2283-5AC,Y
O11 17208,Oaks,OA 2283/5FLAB,products/OA 2283-5FLAB,169.00,,169.00,169.00,135.20,135.20,CD,0,0,,,,1,"5 Light Floor Lamp, Antique Brass","5 Light Floor Lamp, Antique Brass. *Available in Antique Brass or Antique Chrome finish **",136,2,4,8,1,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,1780,210,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-5FLAB,Y
O11 17209,Oaks,OA 2283/5FLAC,products/OA 2283-5FLAC,169.00,,169.00,169.00,135.20,135.20,CD,0,0,,,,1,"5 Light Floor Lamp, Antique Chrome","5 Light Floor Lamp, Antique Chrome. *Available in Antique Brass or Antique Chrome finish **",136,2,4,8,7,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,1780,210,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283-5FLAC,Y
O11 1720A,Oaks,OA 2283GL,products/OA 2283GL,8.00,,8.00,8.00,6.40,6.40,CD,0,0,,,,1,Glass,Glass,176,2,3,4,28,,0,0,0,0,,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2283GL,Y
O11 17350,Oaks,OA 229NE,products/OA 229NE,26.00,,26.00,26.00,20.80,20.80,CD,0,0,,,,1,"Non Electric Acrylic Pendant, Chrome / Clear","Non Electric Acrylic Pendant, Chrome / Clear. Non electric - Supplied with 45mm hole & 29mm adaptor  to fit most pendants",45*185,2,4,7,8,,0,0,0,0,,0,0,0,0,,0,,0,,,170,205,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 229NE,Y
O11 17440,Oaks,OA 2314/4CH,products/OA 2314-4CH,288.00,,288.00,288.00,230.40,230.40,CD,0,0,,,,1,Crystal Cube Pendant Small,Crystal Cube Pendant Small,45,2,,2,7,,0,0,0,0,,4,40,Mains,G9,1,0,4 x 40w G9 Mains,0,,,,280,,,1100,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2314-4CH,Y
O11 17441,Oaks,OA 2314/7CH,products/OA 2314-7CH,540.00,,540.00,540.00,432.00,432.00,CD,0,0,,,,1,Crystal Cube Pendant Large,Crystal Cube Pendant Large,45,2,,2,7,,0,0,0,0,,7,40,Mains,G9,1,0,7 x 40w G9 Mains,0,,,,420,,,1100,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2314-7CH,Y
O11 17470,Oaks,OA 2325/1AB,products/OA 2325-1AB,32.00,,32.00,32.00,25.60,25.60,CD,0,0,,,,1,Wall Light Antique Brass,Wall Light Antique Brass. *Available in Antique Brass or Antique Chrome finish **,151,2,,8,1,,0,0,0,0,,1,40,Mains,G9,1,0,1 x 40w G9 Mains,0,,100,150,,140,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2325-1AB,Y
O11 17471,Oaks,OA 2325/1AC,products/OA 2325-1AC,32.00,,32.00,32.00,25.60,25.60,CD,0,0,,,,1,Wall Light Antique Chrome,Wall Light Antique Chrome. *Available in Antique Brass or Antique Chrome finish **,151,2,,8,7,,0,0,0,0,,1,40,Mains,G9,1,0,1 x 40w G9 Mains,0,,,120,350,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2325-1AC,Y
O11 17472,Oaks,OA 2325/3AB,products/OA 2325-3AB,89.00,,89.00,89.00,71.20,71.20,CD,0,0,,,,1,3 Light Antique Brass,3 Light Antique Brass. *Available in Antique Brass or Antique Chrome finish **,178,2,,8,1,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,130,405,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2325-3AB,Y
O11 17473,Oaks,OA 2325/3AC,products/OA 2325-3AC,89.00,,89.00,89.00,71.20,71.20,CD,0,0,,,,1,3 Light Antique Chrome,3 Light Antique Chrome. *Available in Antique Brass or Antique Chrome finish **,178,2,,8,7,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,100,150,,140,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2325-3AC,Y
O11 17474,Oaks,OA 2325/5AB,products/OA 2325-5AB,120.00,,120.00,120.00,96.00,96.00,CD,0,0,,,,1,5 Light Antique Brass,5 Light Antique Brass. *Available in Antique Brass or Antique Chrome finish **,178,2,,8,1,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,120,350,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2325-5AB,Y
O11 17475,Oaks,OA 2325/5AC,products/OA 2325-5AC,120.00,,120.00,120.00,96.00,96.00,CD,0,0,,,,1,5 Light Antique Chrome,5 Light Antique Chrome. *Available in Antique Brass or Antique Chrome finish **,178,2,,8,7,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,130,405,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2325-5AC,Y
O11 17500,Oaks,OA 2361/1,products/OA 2361-1,21.00,,21.00,21.00,16.80,16.80,CD,0,0,,,,1,Single Wall Light,Single Wall Light,150,1,4,8,13,,0,0,0,0,,1,60,Candle,SES,,0,1 x 60w SES Candle,0,,110,180,,190,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2361-1,Y
O11 17501,Oaks,OA 2361/3,products/OA 2361-3,89.00,,89.00,89.00,71.20,71.20,CD,0,0,,,,1,3 Light Pendant,3 Light Pendant,19,1,4,8,13,,0,0,0,0,,3,60,Candle,SES,,0,3 x 60w SES Candle,0,,,440,480,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2361-3,Y
O11 17502,Oaks,OA 2361/5,products/OA 2361-5,126.00,,126.00,126.00,100.80,100.80,CD,0,0,,,,1,5 Light Pendant,5 Light Pendant,19,1,4,8,13,,0,0,0,0,,5,60,Candle,SES,,0,5 x 60w SES Candle,0,,,440,480,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2361-5,Y
O11 17503,Oaks,OA 2361TL,products/OA 2361TL,45.00,,45.00,45.00,36.00,36.00,CD,0,0,,,,1,Table Lamp complete with shade,Table Lamp complete with shade,99,1,4,8,13,,0,0,0,0,,1,60,Candle,SES,,0,1 x 60w SES Candle,0,,,430,260,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2361TL,Y
O11 18250,Oaks,OA 2710/2AB,products/OA 2710-2AB,46.00,,46.00,46.00,36.80,36.80,CD,0,0,,,,1,Antique Brass Wall Light c/w glass,"Antique Brass Wall Light c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",151,2,4,8,1,,0,0,0,0,,2,40,Mains,G9,1,0,2 x 40w G9 Mains,0,,220,270,,60,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-2AB,Y
O11 18251,Oaks,OA 2710/2CH,products/OA 2710-2CH,46.00,,46.00,46.00,36.80,36.80,CD,0,0,,,,1,Chrome Wall Light c/w glass,"Chrome Wall Light c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",151,2,4,8,7,,0,0,0,0,,2,40,Mains,G9,1,0,2 x 40w G9 Mains,0,,220,270,,60,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-2CH,Y
O11 18252,Oaks,OA 2710/2MB,products/OA 2710-2MB,46.00,,46.00,46.00,36.80,36.80,CD,0,0,,,,1,Mirror Black Wall Light c/w glass,"Mirror Black Wall Light c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",151,2,4,8,3,,0,0,0,0,,2,40,Mains,G9,1,0,2 x 40w G9 Mains,0,,220,270,,60,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-2MB,Y
O11 18253,Oaks,OA 2710/3AB,products/OA 2710-3AB,92.00,,92.00,92.00,73.60,73.60,CD,0,0,,,,1,Antique Brass 3 Light Semi Flush c/w glass,"Antique Brass 3 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,1,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,145,360,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2710-3AB,Y
O11 18254,Oaks,OA 2710/3CH,products/OA 2710-3CH,92.00,,92.00,92.00,73.60,73.60,CD,0,0,,,,1,Chrome 3 Light Semi Flush c/w glass,"Chrome 3 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,7,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,145,360,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-3CH,Y
O11 18255,Oaks,OA 2710/3MB,products/OA 2710-3MB,92.00,,92.00,92.00,73.60,73.60,CD,0,0,,,,1,Mirror Black 3 Light Semi Flush c/w glass,"Mirror Black 3 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,3,,0,0,0,0,,3,40,Mains,G9,1,0,3 x 40w G9 Mains,0,,,145,360,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-3MB,Y
O11 18256,Oaks,OA 2710/5AB,products/OA 2710-5AB,137.00,,137.00,137.00,109.60,109.60,CD,0,0,,,,1,Antique Brass 5 Light Semi Flush c/w glass,"Antique Brass 5 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,1,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,145,430,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-5AB,Y
O11 18257,Oaks,OA 2710/5CH,products/OA 2710-5CH,137.00,,137.00,137.00,109.60,109.60,CD,0,0,,,,1,Chrome 5 Light Semi Flush c/w glass,"Chrome 5 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,7,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,145,430,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-5CH,Y
O11 18258,Oaks,OA 2710/5MB,products/OA 2710-5MB,137.00,,137.00,137.00,109.60,109.60,CD,0,0,,,,1,Mirror Black 5 Light Semi Flush c/w glass,"Mirror Black 5 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,3,,0,0,0,0,,5,40,Mains,G9,1,0,5 x 40w G9 Mains,0,,,145,430,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2710-5MB,Y
O11 18259,Oaks,OA 2710/10AB,products/OA 2710-10AB,195.00,,195.00,195.00,156.00,156.00,CD,0,0,,,,1,Antique Brass 10 Light Semi Flush c/w glass,"Antique Brass 10 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,1,,0,0,0,0,,10,40,Mains,G9,1,0,10 x 40w G9 Mains,0,,,130,590,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2710-10AB,Y
O11 1825A,Oaks,OA 2710/10CH,products/OA 2710-10CH,195.00,,195.00,195.00,156.00,156.00,CD,0,0,,,,1,Chrome 10 Light Semi Flush c/w glass,"Chrome 10 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,7,,0,0,0,0,,10,40,Mains,G9,1,0,10 x 40w G9 Mains,0,,,130,590,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2710-10CH,Y
O11 1825C,Oaks,OA 2710/10MB,products/OA 2710-10MB,195.00,,195.00,195.00,156.00,156.00,CD,0,0,,,,1,Mirror Black 10 Light Semi Flush c/w glass,"Mirror Black 10 Light Semi Flush c/w glass. *Available in Antique Brass, Chrome or Mirror Black finish **",178,2,4,8,3,,0,0,0,0,,10,40,Mains,G9,1,0,10 x 40w G9 Mains,0,,,130,590,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2710-10MB,Y
O11 18400,Oaks,OA 2711/3AB,products/OA 2711-3AB,92.00,,92.00,92.00,73.60,73.60,CD,0,0,,,,1,"3 Light Hanging / Semi-flush, Antique Brass","3 Light Hanging / Semi-flush, Antique Brass. *Chain can be removed to fit flush to ceiling *Dual clip and candle drip accepts glass if necessary. *Available in Antique Brass, Antique Chrome or Mirror Black finish **",19*20*178,2,4,8,1,,0,0,0,0,,3,60,Candle,SES,,0,3 x 60w SES Candle,0,,,400,470,,,,,,,,,,,,,,,,1,,,,1,,,,,EOREOR,,OA 2711-3AB,Y
O11 18401,Oaks,OA 2711/3AC,products/OA 2711-3AC,92.00,,92.00,92.00,73.60,73.60,CD,0,0,,,,1,"3 Light Hanging / Semi-flush, Antique Chrome","3 Light Hanging / Semi-flush, Antique Chrome. *Chain can be removed to fit flush to ceiling *Dual clip and candle drip accepts glass if necessary. *Available in Antique Brass, Antique Chrome or Mirror Black finish **",19*20*178,2,4,8,7,,0,0,0,0,,3,60,Candle,SES,,0,3 x 60w SES Candle,0,,,400,470,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2711-3AC,Y
O11 18402,Oaks,OA 2711/3MB,products/OA 2711-3MB,92.00,,92.00,92.00,73.60,73.60,CD,0,0,,,,1,"3 Light Hanging / Semi-flush, Mirror Black","3 Light Hanging / Semi-flush, Mirror Black. *Chain can be removed to fit flush to ceiling *Dual clip and candle drip accepts glass if necessary. *Available in Antique Brass, Antique Chrome or Mirror Black finish **",19*20*178,2,4,8,3,,0,0,0,0,,3,60,Candle,SES,,0,3 x 60w SES Candle,0,,,400,470,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2711-3MB,Y
O11 18403,Oaks,OA 2711/5AB,products/OA 2711-5AB,129.00,,129.00,129.00,103.20,103.20,CD,0,0,,,,1,"5 Light Hanging / Semi-flush, Antique Brass","5 Light Hanging / Semi-flush, Antique Brass. *Chain can be removed to fit flush to ceiling *Dual clip and candle drip accepts glass if necessary. *Available in Antique Brass, Antique Chrome or Mirror Black finish **",19*20*178,2,4,8,1,,0,0,0,0,,5,60,Candle,SES,,0,5 x 60w SES Candle,0,,,400,470,,,,,,,,,,,,,,,,1,,,,,,,,,EOREOR,,OA 2711-5AB,Y
